,Line,Species,ABS,time,regime,media,Time,CO2history,assayCO2,transplant,replicate,type,days,generations
9942,F,Anabaena,0.08744,06-06-2011 12:40:00,2,liquid,0.004224537,high,high,3,2,microplate,146.7694444,278.6
9943,A,Chlamydomonas,0.07867,06-06-2011 12:40:00,2,liquid,0.004224537,ambient,high,3,2,microplate,146.7694444,278.6
9944,B,Chlamydomonas,0.06822,06-06-2011 12:40:00,2,liquid,0.004224537,ambient,high,3,2,microplate,146.7694444,278.6
9945,C,Chlamydomonas,0.08322,06-06-2011 12:40:00,2,liquid,0.004224537,ambient,high,3,2,microplate,146.7694444,278.6
9946,D,Chlamydomonas,0.076,06-06-2011 12:40:00,2,liquid,0.004224537,high,high,3,2,microplate,146.7694444,278.6
9947,E,Chlamydomonas,0.09211,06-06-2011 12:40:00,2,liquid,0.004224537,high,high,3,2,microplate,146.7694444,278.6
9948,F,Chlamydomonas,0.08067,06-06-2011 12:40:00,2,liquid,0.004224537,high,high,3,2,microplate,146.7694444,278.6
9949,A,Chlamydomonas,0.08189,06-06-2011 12:40:00,3,agar,0.004224537,ambient,high,3,2,microplate,146.7694444,278.6
9950,B,Chlamydomonas,0.06511,06-06-2011 12:40:00,3,agar,0.004224537,ambient,high,3,2,microplate,146.7694444,278.6
9951,C,Chlamydomonas,0.08456,06-06-2011 12:40:00,3,agar,0.004224537,ambient,high,3,2,microplate,146.7694444,278.6
9952,D,Chlamydomonas,0.06922,06-06-2011 12:40:00,3,agar,0.004224537,high,high,3,2,microplate,146.7694444,278.6
9953,E,Chlamydomonas,0.08767,06-06-2011 12:40:00,3,agar,0.004224537,high,high,3,2,microplate,146.7694444,278.6
9954,F,Chlamydomonas,0.08,06-06-2011 12:40:00,3,agar,0.004224537,high,high,3,2,microplate,146.7694444,278.6
9955,A,Navicula,0.08533,06-06-2011 16:57:00,2,liquid,0.182372685,ambient,high,3,1,microplate,146.9479167,278.94
9956,B,Navicula,0.08267,06-06-2011 16:57:00,2,liquid,0.182372685,ambient,high,3,1,microplate,146.9479167,278.94
9957,C,Navicula,0.08556,06-06-2011 16:57:00,2,liquid,0.182372685,ambient,high,3,1,microplate,146.9479167,278.94
9958,D,Navicula,0.08033,06-06-2011 16:57:00,2,liquid,0.182372685,high,high,3,1,microplate,146.9479167,278.94
9959,E,Navicula,0.08944,06-06-2011 16:57:00,2,liquid,0.182372685,high,high,3,1,microplate,146.9479167,278.94
9960,F,Navicula,0.08311,06-06-2011 16:57:00,2,liquid,0.182372685,high,high,3,1,microplate,146.9479167,278.94
9961,A,Nitzschia,0.1058,06-06-2011 16:57:00,2,liquid,0.182372685,ambient,high,3,1,microplate,146.9479167,278.94
9962,B,Nitzschia,0.08889,06-06-2011 16:57:00,2,liquid,0.182372685,ambient,high,3,1,microplate,146.9479167,278.94
9963,C,Nitzschia,0.09967,06-06-2011 16:57:00,2,liquid,0.182372685,ambient,high,3,1,microplate,146.9479167,278.94
9964,D,Nitzschia,0.07956,06-06-2011 16:57:00,2,liquid,0.182372685,high,high,3,1,microplate,146.9479167,278.94
9965,E,Nitzschia,0.1017,06-06-2011 16:57:00,2,liquid,0.182372685,high,high,3,1,microplate,146.9479167,278.94
9966,F,Nitzschia,0.087,06-06-2011 16:57:00,2,liquid,0.182372685,high,high,3,1,microplate,146.9479167,278.94
9967,A,Scenedesmus,0.1048,06-06-2011 16:57:00,2,liquid,0.182372685,ambient,high,3,1,microplate,146.9479167,278.94
9968,B,Scenedesmus,0.08567,06-06-2011 16:57:00,2,liquid,0.182372685,ambient,high,3,1,microplate,146.9479167,278.94
9969,C,Scenedesmus,0.1062,06-06-2011 16:57:00,2,liquid,0.182372685,ambient,high,3,1,microplate,146.9479167,278.94
9970,D,Scenedesmus,0.08711,06-06-2011 16:57:00,2,liquid,0.182372685,high,high,3,1,microplate,146.9479167,278.94
9971,E,Scenedesmus,0.09722,06-06-2011 16:57:00,2,liquid,0.182372685,high,high,3,1,microplate,146.9479167,278.94
9972,F,Scenedesmus,0.08211,06-06-2011 16:57:00,2,liquid,0.182372685,high,high,3,1,microplate,146.9479167,278.94
9973,A,Pseudokirchneriella,0.1059,06-06-2011 16:57:00,2,liquid,0.182372685,ambient,high,3,1,microplate,146.9479167,278.94
9974,B,Pseudokirchneriella,0.09156,06-06-2011 16:57:00,2,liquid,0.182372685,ambient,high,3,1,microplate,146.9479167,278.94
9975,C,Pseudokirchneriella,0.1079,06-06-2011 16:57:00,2,liquid,0.182372685,ambient,high,3,1,microplate,146.9479167,278.94
9976,D,Pseudokirchneriella,0.08578,06-06-2011 16:57:00,2,liquid,0.182372685,high,high,3,1,microplate,146.9479167,278.94
9977,E,Pseudokirchneriella,0.1157,06-06-2011 16:57:00,2,liquid,0.182372685,high,high,3,1,microplate,146.9479167,278.94
9978,F,Pseudokirchneriella,0.08,06-06-2011 16:57:00,2,liquid,0.182372685,high,high,3,1,microplate,146.9479167,278.94
9979,A,Synechococcus,0.09178,06-06-2011 16:57:00,2,liquid,0.182372685,ambient,high,3,1,microplate,146.9479167,278.94
9980,B,Synechococcus,0.07967,06-06-2011 16:57:00,2,liquid,0.182372685,ambient,high,3,1,microplate,146.9479167,278.94
9981,C,Synechococcus,0.1008,06-06-2011 16:57:00,2,liquid,0.182372685,ambient,high,3,1,microplate,146.9479167,278.94
9982,D,Synechococcus,0.08122,06-06-2011 16:57:00,2,liquid,0.182372685,high,high,3,1,microplate,146.9479167,278.94
9983,E,Synechococcus,0.1087,06-06-2011 16:57:00,2,liquid,0.182372685,high,high,3,1,microplate,146.9479167,278.94
9984,F,Synechococcus,0.09822,06-06-2011 16:57:00,2,liquid,0.182372685,high,high,3,1,microplate,146.9479167,278.94
9985,A,Anabaena,0.1091,06-06-2011 16:57:00,2,liquid,0.182372685,ambient,high,3,1,microplate,146.9479167,278.94
9986,B,Anabaena,0.09111,06-06-2011 16:57:00,2,liquid,0.182372685,ambient,high,3,1,microplate,146.9479167,278.94
9987,C,Anabaena,0.09156,06-06-2011 16:57:00,2,liquid,0.182372685,ambient,high,3,1,microplate,146.9479167,278.94
9988,D,Anabaena,0.08189,06-06-2011 16:57:00,2,liquid,0.182372685,high,high,3,1,microplate,146.9479167,278.94
9989,E,Anabaena,0.1506,06-06-2011 16:57:00,2,liquid,0.182372685,high,high,3,1,microplate,146.9479167,278.94
9990,F,Anabaena,0.1489,06-06-2011 16:57:00,2,liquid,0.182372685,high,high,3,1,microplate,146.9479167,278.94
9991,A,Chlamydomonas,0.08844,06-06-2011 16:57:00,2,liquid,0.182372685,ambient,high,3,1,microplate,146.9479167,278.94
9992,B,Chlamydomonas,0.07111,06-06-2011 16:57:00,2,liquid,0.182372685,ambient,high,3,1,microplate,146.9479167,278.94
9993,C,Chlamydomonas,0.08278,06-06-2011 16:57:00,2,liquid,0.182372685,ambient,high,3,1,microplate,146.9479167,278.94
9994,D,Chlamydomonas,0.077,06-06-2011 16:57:00,2,liquid,0.182372685,high,high,3,1,microplate,146.9479167,278.94
9995,E,Chlamydomonas,0.1018,06-06-2011 16:57:00,2,liquid,0.182372685,high,high,3,1,microplate,146.9479167,278.94
9996,F,Chlamydomonas,0.08211,06-06-2011 16:57:00,2,liquid,0.182372685,high,high,3,1,microplate,146.9479167,278.94
9997,A,Chlamydomonas,0.09056,06-06-2011 16:57:00,3,agar,0.182372685,ambient,high,3,1,microplate,146.9479167,278.94
9998,B,Chlamydomonas,0.06611,06-06-2011 16:57:00,3,agar,0.182372685,ambient,high,3,1,microplate,146.9479167,278.94
9999,C,Chlamydomonas,0.08433,06-06-2011 16:57:00,3,agar,0.182372685,ambient,high,3,1,microplate,146.9479167,278.94
10000,D,Chlamydomonas,0.07533,06-06-2011 16:57:00,3,agar,0.182372685,high,high,3,1,microplate,146.9479167,278.94
10001,E,Chlamydomonas,0.09456,06-06-2011 16:57:00,3,agar,0.182372685,high,high,3,1,microplate,146.9479167,278.94
10002,F,Chlamydomonas,0.08178,06-06-2011 16:57:00,3,agar,0.182372685,high,high,3,1,microplate,146.9479167,278.94
10003,A,Navicula,0.08211,06-06-2011 17:02:00,2,liquid,0.186099537,ambient,high,3,2,microplate,146.9513889,278.95
10004,B,Navicula,0.07667,06-06-2011 17:02:00,2,liquid,0.186099537,ambient,high,3,2,microplate,146.9513889,278.95
10005,C,Navicula,0.08,06-06-2011 17:02:00,2,liquid,0.186099537,ambient,high,3,2,microplate,146.9513889,278.95
10006,D,Navicula,0.07611,06-06-2011 17:02:00,2,liquid,0.186099537,high,high,3,2,microplate,146.9513889,278.95
10007,E,Navicula,0.07456,06-06-2011 17:02:00,2,liquid,0.186099537,high,high,3,2,microplate,146.9513889,278.95
10008,F,Navicula,0.07089,06-06-2011 17:02:00,2,liquid,0.186099537,high,high,3,2,microplate,146.9513889,278.95
10009,A,Nitzschia,0.101,06-06-2011 17:02:00,2,liquid,0.186099537,ambient,high,3,2,microplate,146.9513889,278.95
10010,B,Nitzschia,0.08411,06-06-2011 17:02:00,2,liquid,0.186099537,ambient,high,3,2,microplate,146.9513889,278.95
10011,C,Nitzschia,0.09478,06-06-2011 17:02:00,2,liquid,0.186099537,ambient,high,3,2,microplate,146.9513889,278.95
10012,D,Nitzschia,0.07311,06-06-2011 17:02:00,2,liquid,0.186099537,high,high,3,2,microplate,146.9513889,278.95
10013,E,Nitzschia,0.09111,06-06-2011 17:02:00,2,liquid,0.186099537,high,high,3,2,microplate,146.9513889,278.95
10014,F,Nitzschia,0.074,06-06-2011 17:02:00,2,liquid,0.186099537,high,high,3,2,microplate,146.9513889,278.95
10015,A,Scenedesmus,0.092,06-06-2011 17:02:00,2,liquid,0.186099537,ambient,high,3,2,microplate,146.9513889,278.95
10016,B,Scenedesmus,0.08044,06-06-2011 17:02:00,2,liquid,0.186099537,ambient,high,3,2,microplate,146.9513889,278.95
10017,C,Scenedesmus,0.09544,06-06-2011 17:02:00,2,liquid,0.186099537,ambient,high,3,2,microplate,146.9513889,278.95
10018,D,Scenedesmus,0.09144,06-06-2011 17:02:00,2,liquid,0.186099537,high,high,3,2,microplate,146.9513889,278.95
10019,E,Scenedesmus,0.08722,06-06-2011 17:02:00,2,liquid,0.186099537,high,high,3,2,microplate,146.9513889,278.95
10020,F,Scenedesmus,0.08178,06-06-2011 17:02:00,2,liquid,0.186099537,high,high,3,2,microplate,146.9513889,278.95
10021,A,Pseudokirchneriella,0.09711,06-06-2011 17:02:00,2,liquid,0.186099537,ambient,high,3,2,microplate,146.9513889,278.95
10022,B,Pseudokirchneriella,0.07644,06-06-2011 17:02:00,2,liquid,0.186099537,ambient,high,3,2,microplate,146.9513889,278.95
10023,C,Pseudokirchneriella,0.09567,06-06-2011 17:02:00,2,liquid,0.186099537,ambient,high,3,2,microplate,146.9513889,278.95
10024,D,Pseudokirchneriella,0.08133,06-06-2011 17:02:00,2,liquid,0.186099537,high,high,3,2,microplate,146.9513889,278.95
10025,E,Pseudokirchneriella,0.1069,06-06-2011 17:02:00,2,liquid,0.186099537,high,high,3,2,microplate,146.9513889,278.95
10026,F,Pseudokirchneriella,0.07611,06-06-2011 17:02:00,2,liquid,0.186099537,high,high,3,2,microplate,146.9513889,278.95
10027,A,Synechococcus,0.084,06-06-2011 17:02:00,2,liquid,0.186099537,ambient,high,3,2,microplate,146.9513889,278.95
10028,B,Synechococcus,0.07378,06-06-2011 17:02:00,2,liquid,0.186099537,ambient,high,3,2,microplate,146.9513889,278.95
10029,C,Synechococcus,0.08922,06-06-2011 17:02:00,2,liquid,0.186099537,ambient,high,3,2,microplate,146.9513889,278.95
10030,D,Synechococcus,0.07589,06-06-2011 17:02:00,2,liquid,0.186099537,high,high,3,2,microplate,146.9513889,278.95
10031,E,Synechococcus,0.09756,06-06-2011 17:02:00,2,liquid,0.186099537,high,high,3,2,microplate,146.9513889,278.95
10032,F,Synechococcus,0.089,06-06-2011 17:02:00,2,liquid,0.186099537,high,high,3,2,microplate,146.9513889,278.95
10033,A,Anabaena,0.1342,06-06-2011 17:02:00,2,liquid,0.186099537,ambient,high,3,2,microplate,146.9513889,278.95
10034,B,Anabaena,0.071,06-06-2011 17:02:00,2,liquid,0.186099537,ambient,high,3,2,microplate,146.9513889,278.95
10035,C,Anabaena,0.08422,06-06-2011 17:02:00,2,liquid,0.186099537,ambient,high,3,2,microplate,146.9513889,278.95
10036,D,Anabaena,0.1202,06-06-2011 17:02:00,2,liquid,0.186099537,high,high,3,2,microplate,146.9513889,278.95
10037,E,Anabaena,0.09922,06-06-2011 17:02:00,2,liquid,0.186099537,high,high,3,2,microplate,146.9513889,278.95
10038,F,Anabaena,0.08744,06-06-2011 17:02:00,2,liquid,0.186099537,high,high,3,2,microplate,146.9513889,278.95
10039,A,Chlamydomonas,0.07856,06-06-2011 17:02:00,2,liquid,0.186099537,ambient,high,3,2,microplate,146.9513889,278.95
10040,B,Chlamydomonas,0.06689,06-06-2011 17:02:00,2,liquid,0.186099537,ambient,high,3,2,microplate,146.9513889,278.95
10041,C,Chlamydomonas,0.07844,06-06-2011 17:02:00,2,liquid,0.186099537,ambient,high,3,2,microplate,146.9513889,278.95
10042,D,Chlamydomonas,0.07444,06-06-2011 17:02:00,2,liquid,0.186099537,high,high,3,2,microplate,146.9513889,278.95
10043,E,Chlamydomonas,0.08756,06-06-2011 17:02:00,2,liquid,0.186099537,high,high,3,2,microplate,146.9513889,278.95
10044,F,Chlamydomonas,0.09067,06-06-2011 17:02:00,2,liquid,0.186099537,high,high,3,2,microplate,146.9513889,278.95
10045,A,Chlamydomonas,0.07911,06-06-2011 17:02:00,3,agar,0.186099537,ambient,high,3,2,microplate,146.9513889,278.95
10046,B,Chlamydomonas,0.06411,06-06-2011 17:02:00,3,agar,0.186099537,ambient,high,3,2,microplate,146.9513889,278.95
10047,C,Chlamydomonas,0.07922,06-06-2011 17:02:00,3,agar,0.186099537,ambient,high,3,2,microplate,146.9513889,278.95
10048,D,Chlamydomonas,0.07,06-06-2011 17:02:00,3,agar,0.186099537,high,high,3,2,microplate,146.9513889,278.95
10049,E,Chlamydomonas,0.08056,06-06-2011 17:02:00,3,agar,0.186099537,high,high,3,2,microplate,146.9513889,278.95
10050,F,Chlamydomonas,0.07622,06-06-2011 17:02:00,3,agar,0.186099537,high,high,3,2,microplate,146.9513889,278.95
10051,A,Navicula,0.08844,06-07-2011 9:51:00,2,liquid,0.886805556,ambient,high,3,1,microplate,147.6520833,280.28
10052,B,Navicula,0.08489,06-07-2011 9:51:00,2,liquid,0.886805556,ambient,high,3,1,microplate,147.6520833,280.28
10053,C,Navicula,0.08633,06-07-2011 9:51:00,2,liquid,0.886805556,ambient,high,3,1,microplate,147.6520833,280.28
10054,D,Navicula,0.08533,06-07-2011 9:51:00,2,liquid,0.886805556,high,high,3,1,microplate,147.6520833,280.28
10055,E,Navicula,0.09522,06-07-2011 9:51:00,2,liquid,0.886805556,high,high,3,1,microplate,147.6520833,280.28
10056,F,Navicula,0.08978,06-07-2011 9:51:00,2,liquid,0.886805556,high,high,3,1,microplate,147.6520833,280.28
10057,A,Nitzschia,0.1238,06-07-2011 9:51:00,2,liquid,0.886805556,ambient,high,3,1,microplate,147.6520833,280.28
10058,B,Nitzschia,0.1166,06-07-2011 9:51:00,2,liquid,0.886805556,ambient,high,3,1,microplate,147.6520833,280.28
10059,C,Nitzschia,0.09733,06-07-2011 9:51:00,2,liquid,0.886805556,ambient,high,3,1,microplate,147.6520833,280.28
10060,D,Nitzschia,0.1063,06-07-2011 9:51:00,2,liquid,0.886805556,high,high,3,1,microplate,147.6520833,280.28
10061,E,Nitzschia,0.1202,06-07-2011 9:51:00,2,liquid,0.886805556,high,high,3,1,microplate,147.6520833,280.28
10062,F,Nitzschia,0.1257,06-07-2011 9:51:00,2,liquid,0.886805556,high,high,3,1,microplate,147.6520833,280.28
10063,A,Scenedesmus,0.1038,06-07-2011 9:51:00,2,liquid,0.886805556,ambient,high,3,1,microplate,147.6520833,280.28
10064,B,Scenedesmus,0.08378,06-07-2011 9:51:00,2,liquid,0.886805556,ambient,high,3,1,microplate,147.6520833,280.28
10065,C,Scenedesmus,0.09789,06-07-2011 9:51:00,2,liquid,0.886805556,ambient,high,3,1,microplate,147.6520833,280.28
10066,D,Scenedesmus,0.08889,06-07-2011 9:51:00,2,liquid,0.886805556,high,high,3,1,microplate,147.6520833,280.28
10067,E,Scenedesmus,0.1018,06-07-2011 9:51:00,2,liquid,0.886805556,high,high,3,1,microplate,147.6520833,280.28
10068,F,Scenedesmus,0.09478,06-07-2011 9:51:00,2,liquid,0.886805556,high,high,3,1,microplate,147.6520833,280.28
10069,A,Pseudokirchneriella,0.1008,06-07-2011 9:51:00,2,liquid,0.886805556,ambient,high,3,1,microplate,147.6520833,280.28
10070,B,Pseudokirchneriella,0.1056,06-07-2011 9:51:00,2,liquid,0.886805556,ambient,high,3,1,microplate,147.6520833,280.28
10071,C,Pseudokirchneriella,0.098,06-07-2011 9:51:00,2,liquid,0.886805556,ambient,high,3,1,microplate,147.6520833,280.28
10072,D,Pseudokirchneriella,0.08344,06-07-2011 9:51:00,2,liquid,0.886805556,high,high,3,1,microplate,147.6520833,280.28
10073,E,Pseudokirchneriella,0.1094,06-07-2011 9:51:00,2,liquid,0.886805556,high,high,3,1,microplate,147.6520833,280.28
10074,F,Pseudokirchneriella,0.08244,06-07-2011 9:51:00,2,liquid,0.886805556,high,high,3,1,microplate,147.6520833,280.28
10075,A,Synechococcus,0.09044,06-07-2011 9:51:00,2,liquid,0.886805556,ambient,high,3,1,microplate,147.6520833,280.28
10076,B,Synechococcus,0.09133,06-07-2011 9:51:00,2,liquid,0.886805556,ambient,high,3,1,microplate,147.6520833,280.28
10077,C,Synechococcus,0.1013,06-07-2011 9:51:00,2,liquid,0.886805556,ambient,high,3,1,microplate,147.6520833,280.28
10078,D,Synechococcus,0.079,06-07-2011 9:51:00,2,liquid,0.886805556,high,high,3,1,microplate,147.6520833,280.28
10079,E,Synechococcus,0.09844,06-07-2011 9:51:00,2,liquid,0.886805556,high,high,3,1,microplate,147.6520833,280.28
10080,F,Synechococcus,0.09511,06-07-2011 9:51:00,2,liquid,0.886805556,high,high,3,1,microplate,147.6520833,280.28
10081,A,Anabaena,0.1306,06-07-2011 9:51:00,2,liquid,0.886805556,ambient,high,3,1,microplate,147.6520833,280.28
10082,B,Anabaena,0.1201,06-07-2011 9:51:00,2,liquid,0.886805556,ambient,high,3,1,microplate,147.6520833,280.28
10083,C,Anabaena,0.09778,06-07-2011 9:51:00,2,liquid,0.886805556,ambient,high,3,1,microplate,147.6520833,280.28
10084,D,Anabaena,0.08922,06-07-2011 9:51:00,2,liquid,0.886805556,high,high,3,1,microplate,147.6520833,280.28
10085,E,Anabaena,0.1788,06-07-2011 9:51:00,2,liquid,0.886805556,high,high,3,1,microplate,147.6520833,280.28
10086,F,Anabaena,0.1631,06-07-2011 9:51:00,2,liquid,0.886805556,high,high,3,1,microplate,147.6520833,280.28
10087,A,Chlamydomonas,0.09178,06-07-2011 9:51:00,2,liquid,0.886805556,ambient,high,3,1,microplate,147.6520833,280.28
10088,B,Chlamydomonas,0.08656,06-07-2011 9:51:00,2,liquid,0.886805556,ambient,high,3,1,microplate,147.6520833,280.28
10089,C,Chlamydomonas,0.08411,06-07-2011 9:51:00,2,liquid,0.886805556,ambient,high,3,1,microplate,147.6520833,280.28
10090,D,Chlamydomonas,0.08711,06-07-2011 9:51:00,2,liquid,0.886805556,high,high,3,1,microplate,147.6520833,280.28
10091,E,Chlamydomonas,0.1324,06-07-2011 9:51:00,2,liquid,0.886805556,high,high,3,1,microplate,147.6520833,280.28
10092,F,Chlamydomonas,0.08722,06-07-2011 9:51:00,2,liquid,0.886805556,high,high,3,1,microplate,147.6520833,280.28
10093,A,Chlamydomonas,0.08622,06-07-2011 9:51:00,3,agar,0.886805556,ambient,high,3,1,microplate,147.6520833,280.28
10094,B,Chlamydomonas,0.07478,06-07-2011 9:51:00,3,agar,0.886805556,ambient,high,3,1,microplate,147.6520833,280.28
10095,C,Chlamydomonas,0.09333,06-07-2011 9:51:00,3,agar,0.886805556,ambient,high,3,1,microplate,147.6520833,280.28
10096,D,Chlamydomonas,0.09189,06-07-2011 9:51:00,3,agar,0.886805556,high,high,3,1,microplate,147.6520833,280.28
10097,E,Chlamydomonas,0.1066,06-07-2011 9:51:00,3,agar,0.886805556,high,high,3,1,microplate,147.6520833,280.28
10098,F,Chlamydomonas,0.09211,06-07-2011 9:51:00,3,agar,0.886805556,high,high,3,1,microplate,147.6520833,280.28
10099,A,Navicula,0.09178,06-07-2011 9:57:00,2,liquid,0.890891204,ambient,high,3,2,microplate,147.65625,280.29
10100,B,Navicula,0.08522,06-07-2011 9:57:00,2,liquid,0.890891204,ambient,high,3,2,microplate,147.65625,280.29
10101,C,Navicula,0.08467,06-07-2011 9:57:00,2,liquid,0.890891204,ambient,high,3,2,microplate,147.65625,280.29
10102,D,Navicula,0.08856,06-07-2011 9:57:00,2,liquid,0.890891204,high,high,3,2,microplate,147.65625,280.29
10103,E,Navicula,0.08156,06-07-2011 9:57:00,2,liquid,0.890891204,high,high,3,2,microplate,147.65625,280.29
10104,F,Navicula,0.077,06-07-2011 9:57:00,2,liquid,0.890891204,high,high,3,2,microplate,147.65625,280.29
10105,A,Nitzschia,0.1194,06-07-2011 9:57:00,2,liquid,0.890891204,ambient,high,3,2,microplate,147.65625,280.29
10106,B,Nitzschia,0.112,06-07-2011 9:57:00,2,liquid,0.890891204,ambient,high,3,2,microplate,147.65625,280.29
10107,C,Nitzschia,0.09122,06-07-2011 9:57:00,2,liquid,0.890891204,ambient,high,3,2,microplate,147.65625,280.29
10108,D,Nitzschia,0.09522,06-07-2011 9:57:00,2,liquid,0.890891204,high,high,3,2,microplate,147.65625,280.29
10109,E,Nitzschia,0.1083,06-07-2011 9:57:00,2,liquid,0.890891204,high,high,3,2,microplate,147.65625,280.29
10110,F,Nitzschia,0.1021,06-07-2011 9:57:00,2,liquid,0.890891204,high,high,3,2,microplate,147.65625,280.29
10111,A,Scenedesmus,0.09744,06-07-2011 9:57:00,2,liquid,0.890891204,ambient,high,3,2,microplate,147.65625,280.29
10112,B,Scenedesmus,0.08678,06-07-2011 9:57:00,2,liquid,0.890891204,ambient,high,3,2,microplate,147.65625,280.29
10113,C,Scenedesmus,0.09544,06-07-2011 9:57:00,2,liquid,0.890891204,ambient,high,3,2,microplate,147.65625,280.29
10114,D,Scenedesmus,0.1159,06-07-2011 9:57:00,2,liquid,0.890891204,high,high,3,2,microplate,147.65625,280.29
10115,E,Scenedesmus,0.09889,06-07-2011 9:57:00,2,liquid,0.890891204,high,high,3,2,microplate,147.65625,280.29
10116,F,Scenedesmus,0.09633,06-07-2011 9:57:00,2,liquid,0.890891204,high,high,3,2,microplate,147.65625,280.29
10117,A,Pseudokirchneriella,0.09411,06-07-2011 9:57:00,2,liquid,0.890891204,ambient,high,3,2,microplate,147.65625,280.29
10118,B,Pseudokirchneriella,0.08011,06-07-2011 9:57:00,2,liquid,0.890891204,ambient,high,3,2,microplate,147.65625,280.29
10119,C,Pseudokirchneriella,0.09878,06-07-2011 9:57:00,2,liquid,0.890891204,ambient,high,3,2,microplate,147.65625,280.29
10120,D,Pseudokirchneriella,0.08644,06-07-2011 9:57:00,2,liquid,0.890891204,high,high,3,2,microplate,147.65625,280.29
10121,E,Pseudokirchneriella,0.11,06-07-2011 9:57:00,2,liquid,0.890891204,high,high,3,2,microplate,147.65625,280.29
10122,F,Pseudokirchneriella,0.08111,06-07-2011 9:57:00,2,liquid,0.890891204,high,high,3,2,microplate,147.65625,280.29
10123,A,Synechococcus,0.098,06-07-2011 9:57:00,2,liquid,0.890891204,ambient,high,3,2,microplate,147.65625,280.29
10124,B,Synechococcus,0.08633,06-07-2011 9:57:00,2,liquid,0.890891204,ambient,high,3,2,microplate,147.65625,280.29
10125,C,Synechococcus,0.105,06-07-2011 9:57:00,2,liquid,0.890891204,ambient,high,3,2,microplate,147.65625,280.29
10126,D,Synechococcus,0.08456,06-07-2011 9:57:00,2,liquid,0.890891204,high,high,3,2,microplate,147.65625,280.29
10127,E,Synechococcus,0.1051,06-07-2011 9:57:00,2,liquid,0.890891204,high,high,3,2,microplate,147.65625,280.29
10128,F,Synechococcus,0.09667,06-07-2011 9:57:00,2,liquid,0.890891204,high,high,3,2,microplate,147.65625,280.29
10129,A,Anabaena,0.1567,06-07-2011 9:57:00,2,liquid,0.890891204,ambient,high,3,2,microplate,147.65625,280.29
10130,B,Anabaena,0.07789,06-07-2011 9:57:00,2,liquid,0.890891204,ambient,high,3,2,microplate,147.65625,280.29
10131,C,Anabaena,0.09489,06-07-2011 9:57:00,2,liquid,0.890891204,ambient,high,3,2,microplate,147.65625,280.29
10132,D,Anabaena,0.1301,06-07-2011 9:57:00,2,liquid,0.890891204,high,high,3,2,microplate,147.65625,280.29
10133,E,Anabaena,0.1111,06-07-2011 9:57:00,2,liquid,0.890891204,high,high,3,2,microplate,147.65625,280.29
10134,F,Anabaena,0.1003,06-07-2011 9:57:00,2,liquid,0.890891204,high,high,3,2,microplate,147.65625,280.29
10135,A,Chlamydomonas,0.09667,06-07-2011 9:57:00,2,liquid,0.890891204,ambient,high,3,2,microplate,147.65625,280.29
10136,B,Chlamydomonas,0.08344,06-07-2011 9:57:00,2,liquid,0.890891204,ambient,high,3,2,microplate,147.65625,280.29
10137,C,Chlamydomonas,0.1136,06-07-2011 9:57:00,2,liquid,0.890891204,ambient,high,3,2,microplate,147.65625,280.29
10138,D,Chlamydomonas,0.09144,06-07-2011 9:57:00,2,liquid,0.890891204,high,high,3,2,microplate,147.65625,280.29
10139,E,Chlamydomonas,0.1046,06-07-2011 9:57:00,2,liquid,0.890891204,high,high,3,2,microplate,147.65625,280.29
10140,F,Chlamydomonas,0.09444,06-07-2011 9:57:00,2,liquid,0.890891204,high,high,3,2,microplate,147.65625,280.29
10141,A,Chlamydomonas,0.08833,06-07-2011 9:57:00,3,agar,0.890891204,ambient,high,3,2,microplate,147.65625,280.29
10142,B,Chlamydomonas,0.07056,06-07-2011 9:57:00,3,agar,0.890891204,ambient,high,3,2,microplate,147.65625,280.29
10143,C,Chlamydomonas,0.08244,06-07-2011 9:57:00,3,agar,0.890891204,ambient,high,3,2,microplate,147.65625,280.29
10144,D,Chlamydomonas,0.07878,06-07-2011 9:57:00,3,agar,0.890891204,high,high,3,2,microplate,147.65625,280.29
10145,E,Chlamydomonas,0.09333,06-07-2011 9:57:00,3,agar,0.890891204,high,high,3,2,microplate,147.65625,280.29
10146,F,Chlamydomonas,0.08,06-07-2011 9:57:00,3,agar,0.890891204,high,high,3,2,microplate,147.65625,280.29
10147,A,Navicula,0.1014,06-07-2011 12:58:00,2,liquid,1.0165625,ambient,high,3,1,microplate,147.7819444,280.53
10148,B,Navicula,0.09311,06-07-2011 12:58:00,2,liquid,1.0165625,ambient,high,3,1,microplate,147.7819444,280.53
10149,C,Navicula,0.08833,06-07-2011 12:58:00,2,liquid,1.0165625,ambient,high,3,1,microplate,147.7819444,280.53
10150,D,Navicula,0.09167,06-07-2011 12:58:00,2,liquid,1.0165625,high,high,3,1,microplate,147.7819444,280.53
10151,E,Navicula,0.096,06-07-2011 12:58:00,2,liquid,1.0165625,high,high,3,1,microplate,147.7819444,280.53
10152,F,Navicula,0.093,06-07-2011 12:58:00,2,liquid,1.0165625,high,high,3,1,microplate,147.7819444,280.53
10153,A,Nitzschia,0.1443,06-07-2011 12:58:00,2,liquid,1.0165625,ambient,high,3,1,microplate,147.7819444,280.53
10154,B,Nitzschia,0.1397,06-07-2011 12:58:00,2,liquid,1.0165625,ambient,high,3,1,microplate,147.7819444,280.53
