assay,CO2 of rising,CO2 in chambers ppm,Assay CO2,Competition code,Diatom,Chlorophyte,Cyanobacteri,species,competitor,Competition,Fct competition,group,comp.coef,comp.coef.species
2,680,680,rising,17,,,Synechococcus,Synechococcus,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,-0.002093134
2,680,360,ambient,18,,,,NA,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
2,680,360,ambient,18,,Scenedesmus,,Scenedesmus,Anabaena, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.289306604,-0.289307
2,680,360,ambient,18,,,Anabaena,Anabaena,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.289306604
2,680,360,ambient,18,,,,NA,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
2,680,360,ambient,18,,Scenedesmus,,Scenedesmus,Anabaena, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.19145662,-0.191457
2,680,360,ambient,18,,,Anabaena,Anabaena,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.19145662
2,680,360,ambient,18,,,,NA,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
2,680,360,ambient,18,,Scenedesmus,,Scenedesmus,Anabaena, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.221056122,-0.221056
2,680,360,ambient,18,,,Anabaena,Anabaena,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.221056122
2,680,680,rising,18,,,,NA,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
2,680,680,rising,18,,Scenedesmus,,Scenedesmus,Anabaena, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.121673579,-0.121674
2,680,680,rising,18,,,Anabaena,Anabaena,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.121673579
2,680,680,rising,18,,,,NA,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
2,680,680,rising,18,,Scenedesmus,,Scenedesmus,Anabaena, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.090835073,-0.090835
2,680,680,rising,18,,,Anabaena,Anabaena,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.090835073
2,680,680,rising,18,,,,NA,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
2,680,680,rising,18,,Scenedesmus,,Scenedesmus,Anabaena, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.140255586,-0.140256
2,680,680,rising,18,,,Anabaena,Anabaena,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.140255586
2,680,360,ambient,19,,,,NA,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
2,680,360,ambient,19,,Pseudokirchneriella,,Pseudokirchneriella,Synechococcus, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,,
2,680,360,ambient,19,,,Synechococcus,Synechococcus,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,
2,680,360,ambient,19,,,,NA,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
2,680,360,ambient,19,,Pseudokirchneriella,,Pseudokirchneriella,Synechococcus, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.34293795,-0.342938
2,680,360,ambient,19,,,Synechococcus,Synechococcus,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.34293795
2,680,360,ambient,19,,,,NA,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
2,680,360,ambient,19,,Pseudokirchneriella,,Pseudokirchneriella,Synechococcus, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.3809725,-0.380973
2,680,360,ambient,19,,,Synechococcus,Synechococcus,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.3809725
2,680,680,rising,19,,,,NA,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
2,680,680,rising,19,,Pseudokirchneriella,,Pseudokirchneriella,Synechococcus, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.215024004,-0.215024
2,680,680,rising,19,,,Synechococcus,Synechococcus,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.215024004
2,680,680,rising,19,,,,NA,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
2,680,680,rising,19,,Pseudokirchneriella,,Pseudokirchneriella,Synechococcus, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.24644723,-0.246447
2,680,680,rising,19,,,Synechococcus,Synechococcus,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.24644723
2,680,680,rising,19,,,,NA,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
2,680,680,rising,19,,Pseudokirchneriella,,Pseudokirchneriella,Synechococcus, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.142412448,-0.142412
2,680,680,rising,19,,,Synechococcus,Synechococcus,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.142412448
2,680,360,ambient,20,,,,NA,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
2,680,360,ambient,20,,Pseudokirchneriella,,Pseudokirchneriella,Anabaena, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,,
2,680,360,ambient,20,,,Anabaena,Anabaena,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,
2,680,360,ambient,20,,,,NA,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
2,680,360,ambient,20,,Pseudokirchneriella,,Pseudokirchneriella,Anabaena, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.322440543,-0.322441
2,680,360,ambient,20,,,Anabaena,Anabaena,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.322440543
2,680,360,ambient,20,,,,NA,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
2,680,360,ambient,20,,Pseudokirchneriella,,Pseudokirchneriella,Anabaena, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.320345199,-0.320345
2,680,360,ambient,20,,,Anabaena,Anabaena,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.320345199
2,680,680,rising,20,,,,NA,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
2,680,680,rising,20,,Pseudokirchneriella,,Pseudokirchneriella,Anabaena, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.238004007,-0.238004
2,680,680,rising,20,,,Anabaena,Anabaena,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.238004007
2,680,680,rising,20,,,,NA,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
2,680,680,rising,20,,Pseudokirchneriella,,Pseudokirchneriella,Anabaena, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.246455013,-0.246455
2,680,680,rising,20,,,Anabaena,Anabaena,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.246455013
2,680,680,rising,20,,,,NA,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
2,680,680,rising,20,,Pseudokirchneriella,,Pseudokirchneriella,Anabaena, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.218313444,-0.218313
2,680,680,rising,20,,,Anabaena,Anabaena,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.218313444
3,800,360,ambient,8,Navicula,,,Navicula,Scenedesmus,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,0.022381529,0.02238
3,800,360,ambient,8,,Scenedesmus,,Scenedesmus,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,-0.022382
3,800,360,ambient,8,,,,NA,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
3,800,360,ambient,8,Navicula,,,Navicula,Scenedesmus,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,0.020438915,0.02044
3,800,360,ambient,8,,Scenedesmus,,Scenedesmus,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,-0.020439
3,800,360,ambient,8,,,,NA,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
3,800,360,ambient,8,Navicula,,,Navicula,Scenedesmus,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,0.045653161,0.04565
3,800,360,ambient,8,,Scenedesmus,,Scenedesmus,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,-0.045653
3,800,360,ambient,8,,,,NA,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
3,800,800,rising,8,Navicula,,,Navicula,Scenedesmus,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,-0.127624103,-0.12762
3,800,800,rising,8,,Scenedesmus,,Scenedesmus,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,0.127624
3,800,800,rising,8,,,,NA,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
3,800,800,rising,8,Navicula,,,Navicula,Scenedesmus,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,-0.105861744,-0.10586
3,800,800,rising,8,,Scenedesmus,,Scenedesmus,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,0.105862
3,800,800,rising,8,,,,NA,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
3,800,800,rising,8,Navicula,,,Navicula,Scenedesmus,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,-0.091477404,-0.09148
3,800,800,rising,8,,Scenedesmus,,Scenedesmus,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,0.091477
3,800,800,rising,8,,,,NA,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
3,800,360,ambient,9,Navicula,,,Navicula,Pseudokirchneriella,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.244532658,0.24453
3,800,360,ambient,9,,Pseudokirchneriella,,Pseudokirchneriella,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.244533
3,800,360,ambient,9,,,,NA,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
3,800,360,ambient,9,Navicula,,,Navicula,Pseudokirchneriella,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.23984447,0.23984
3,800,360,ambient,9,,Pseudokirchneriella,,Pseudokirchneriella,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.239844
3,800,360,ambient,9,,,,NA,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
3,800,360,ambient,9,Navicula,,,Navicula,Pseudokirchneriella,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.237422593,0.23742
3,800,360,ambient,9,,Pseudokirchneriella,,Pseudokirchneriella,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.237423
3,800,360,ambient,9,,,,NA,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
3,800,800,rising,9,Navicula,,,Navicula,Pseudokirchneriella,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,-0.041422394,-0.04142
3,800,800,rising,9,,Pseudokirchneriella,,Pseudokirchneriella,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,0.041422
3,800,800,rising,9,,,,NA,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
3,800,800,rising,9,Navicula,,,Navicula,Pseudokirchneriella,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.037895968,0.0379
3,800,800,rising,9,,Pseudokirchneriella,,Pseudokirchneriella,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.037896
3,800,800,rising,9,,,,NA,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
3,800,800,rising,9,Navicula,,,Navicula,Pseudokirchneriella,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,-0.024296145,-0.0243
3,800,800,rising,9,,Pseudokirchneriella,,Pseudokirchneriella,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,0.024296
3,800,800,rising,9,,,,NA,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
3,800,360,ambient,10,Navicula,,,Navicula,Synechococcus,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.080729017,-0.08073
3,800,360,ambient,10,,,,NA,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
3,800,360,ambient,10,,,Synechococcus,Synechococcus,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,0.080729017
3,800,360,ambient,10,Navicula,,,Navicula,Synechococcus,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.032943207,-0.03294
3,800,360,ambient,10,,,,NA,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
3,800,360,ambient,10,,,Synechococcus,Synechococcus,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,0.032943207
3,800,360,ambient,10,Navicula,,,Navicula,Synechococcus,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.209886751,-0.20989
3,800,360,ambient,10,,,,NA,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
3,800,360,ambient,10,,,Synechococcus,Synechococcus,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,0.209886751
3,800,800,rising,10,Navicula,,,Navicula,Synechococcus,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.162929306,-0.16293
3,800,800,rising,10,,,,NA,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
3,800,800,rising,10,,,Synechococcus,Synechococcus,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,0.162929306
3,800,800,rising,10,Navicula,,,Navicula,Synechococcus,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.136434045,-0.13643
3,800,800,rising,10,,,,NA,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
3,800,800,rising,10,,,Synechococcus,Synechococcus,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,0.136434045
3,800,800,rising,10,Navicula,,,Navicula,Synechococcus,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.165745384,-0.16575
3,800,800,rising,10,,,,NA,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
3,800,800,rising,10,,,Synechococcus,Synechococcus,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,0.165745384
3,800,360,ambient,11,Navicula,,,Navicula,Anabaena,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Diatom,-0.071942609,-0.07194
3,800,360,ambient,11,,,,NA,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
3,800,360,ambient,11,,,Anabaena,Anabaena,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,0.071942609
3,800,360,ambient,11,Navicula,,,Navicula,Anabaena,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Diatom,-0.045416462,-0.04542
3,800,360,ambient,11,,,,NA,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
3,800,360,ambient,11,,,Anabaena,Anabaena,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,0.045416462
3,800,360,ambient,11,Navicula,,,Navicula,Anabaena,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Diatom,-0.041574467,-0.04157
3,800,360,ambient,11,,,,NA,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
3,800,360,ambient,11,,,Anabaena,Anabaena,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,0.041574467
3,800,800,rising,11,Navicula,,,Navicula,Anabaena,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Diatom,-0.177813109,-0.17781
3,800,800,rising,11,,,,NA,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
3,800,800,rising,11,,,Anabaena,Anabaena,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,0.177813109
3,800,800,rising,11,Navicula,,,Navicula,Anabaena,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Diatom,-0.14784442,-0.14784
3,800,800,rising,11,,,,NA,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
3,800,800,rising,11,,,Anabaena,Anabaena,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,0.14784442
3,800,800,rising,11,Navicula,,,Navicula,Anabaena,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Diatom,-0.10683815,-0.10684
3,800,800,rising,11,,,,NA,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
3,800,800,rising,11,,,Anabaena,Anabaena,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,0.10683815
3,800,360,ambient,12,Nitzschia,,,Nitzschia,Scenedesmus,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,-0.073776436,-0.07378
3,800,360,ambient,12,,Scenedesmus,,Scenedesmus,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,0.073776
3,800,360,ambient,12,,,,NA,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
3,800,360,ambient,12,Nitzschia,,,Nitzschia,Scenedesmus,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,-0.074115018,-0.07412
3,800,360,ambient,12,,Scenedesmus,,Scenedesmus,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,0.074115
3,800,360,ambient,12,,,,NA,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
3,800,360,ambient,12,Nitzschia,,,Nitzschia,Scenedesmus,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,-0.043723762,-0.04372
3,800,360,ambient,12,,Scenedesmus,,Scenedesmus,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,0.043724
3,800,360,ambient,12,,,,NA,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
3,800,800,rising,12,Nitzschia,,,Nitzschia,Scenedesmus,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,-0.136419111,-0.13642
3,800,800,rising,12,,Scenedesmus,,Scenedesmus,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,0.136419
3,800,800,rising,12,,,,NA,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
3,800,800,rising,12,Nitzschia,,,Nitzschia,Scenedesmus,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,,
3,800,800,rising,12,,Scenedesmus,,Scenedesmus,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,
3,800,800,rising,12,,,,NA,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
3,800,800,rising,12,Nitzschia,,,Nitzschia,Scenedesmus,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,,
3,800,800,rising,12,,Scenedesmus,,Scenedesmus,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,
3,800,800,rising,12,,,,NA,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
3,800,360,ambient,13,Nitzschia,,,Nitzschia,Pseudokirchneriella,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.165291955,0.16529
3,800,360,ambient,13,,Pseudokirchneriella,,Pseudokirchneriella,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.165292
3,800,360,ambient,13,,,,NA,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
3,800,360,ambient,13,Nitzschia,,,Nitzschia,Pseudokirchneriella,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.143340024,0.14334
3,800,360,ambient,13,,Pseudokirchneriella,,Pseudokirchneriella,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.14334
3,800,360,ambient,13,,,,NA,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
3,800,360,ambient,13,Nitzschia,,,Nitzschia,Pseudokirchneriella,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.128265127,0.12827
3,800,360,ambient,13,,Pseudokirchneriella,,Pseudokirchneriella,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.128265
3,800,360,ambient,13,,,,NA,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
3,800,800,rising,13,Nitzschia,,,Nitzschia,Pseudokirchneriella,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.082315478,0.08232
3,800,800,rising,13,,Pseudokirchneriella,,Pseudokirchneriella,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.082315
3,800,800,rising,13,,,,NA,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
3,800,800,rising,13,Nitzschia,,,Nitzschia,Pseudokirchneriella,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.098540486,0.09854
3,800,800,rising,13,,Pseudokirchneriella,,Pseudokirchneriella,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.09854
3,800,800,rising,13,,,,NA,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
3,800,800,rising,13,Nitzschia,,,Nitzschia,Pseudokirchneriella,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.022691967,0.02269
3,800,800,rising,13,,Pseudokirchneriella,,Pseudokirchneriella,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.022692
3,800,800,rising,13,,,,NA,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
3,800,360,ambient,14,Nitzschia,,,Nitzschia,Synechococcus,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.296365459,-0.29637
3,800,360,ambient,14,,,,NA,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
3,800,360,ambient,14,,,Synechococcus,Synechococcus,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,0.296365459
3,800,360,ambient,14,Nitzschia,,,Nitzschia,Synechococcus,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,0.043144558,0.04314
3,800,360,ambient,14,,,,NA,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
3,800,360,ambient,14,,,Synechococcus,Synechococcus,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,-0.043144558
3,800,360,ambient,14,Nitzschia,,,Nitzschia,Synechococcus,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.210616759,-0.21062
3,800,360,ambient,14,,,,NA,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
3,800,360,ambient,14,,,Synechococcus,Synechococcus,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,0.210616759
3,800,800,rising,14,Nitzschia,,,Nitzschia,Synechococcus,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.099256351,-0.09926
3,800,800,rising,14,,,,NA,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
3,800,800,rising,14,,,Synechococcus,Synechococcus,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,0.099256351
3,800,800,rising,14,Nitzschia,,,Nitzschia,Synechococcus,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.083950721,-0.08395
3,800,800,rising,14,,,,NA,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
3,800,800,rising,14,,,Synechococcus,Synechococcus,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,0.083950721
3,800,800,rising,14,Nitzschia,,,Nitzschia,Synechococcus,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.200024805,-0.20002
3,800,800,rising,14,,,,NA,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
3,800,800,rising,14,,,Synechococcus,Synechococcus,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,0.200024805
3,800,360,ambient,15,Nitzschia,,,Nitzschia,Anabaena,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Diatom,-0.236488526,-0.23649
3,800,360,ambient,15,,,,NA,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
3,800,360,ambient,15,,,Anabaena,Anabaena,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,0.236488526
3,800,360,ambient,15,Nitzschia,,,Nitzschia,Anabaena,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Diatom,-0.187975588,-0.18798
3,800,360,ambient,15,,,,NA,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
3,800,360,ambient,15,,,Anabaena,Anabaena,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,0.187975588
